symbol,action,signal_price,created_at,status,filled_at,fill_price,era
SOL-USDT,buy,84.12,2026-05-01 05:07:56.330068+00:00,expired,,,v2
SOL-USDT,sell,83.69,2026-05-01 06:50:55.659292+00:00,expired,,,v2
SOL-USDT,sell,83.7,2026-05-01 07:25:54.889794+00:00,expired,,,v2
SOL-USDT,buy,84.05,2026-05-01 08:14:56.482360+00:00,expired,,,v2
SOL-USDT,sell,83.92,2026-05-01 09:25:55.175876+00:00,cancelled,,,v2
SOL-USDT,sell,83.98,2026-05-01 09:30:54.841307+00:00,expired,,,v2
SOL-USDT,buy,83.95,2026-05-01 12:00:15.812986+00:00,cancelled,,,v2
SOL-USDT,buy,83.99,2026-05-01 12:13:56.178003+00:00,expired,,,v2
ZEC-USDT,sell,347.9,2026-05-01 14:30:49.681592+00:00,filled,2026-05-01 14:49:04.366957+00:00,349.4,v2
ZEC-USDT,buy,352.79,2026-05-01 15:24:21.841809+00:00,cancelled,,,v2
ZEC-USDT,buy,352.61,2026-05-01 15:26:21.679058+00:00,expired,,,v2
SOL-USDT,sell,84.18,2026-05-01 15:52:55.127666+00:00,filled,2026-05-01 16:01:12.186293+00:00,84.53,v2
SOL-USDT,sell,84.15,2026-05-01 16:19:54.876912+00:00,expired,,,v2
ZEC-USDT,sell,384.18,2026-05-01 18:50:49.538575+00:00,expired,,,v2
ZEC-USDT,buy,386.56,2026-05-01 20:15:03.820597+00:00,filled,2026-05-01 20:18:32.982406+00:00,384.47,v2
ZEC-USDT,sell,382.44,2026-05-01 21:07:49.199105+00:00,cancelled,,,v2
ZEC-USDT,sell,382.2,2026-05-01 21:11:49.240318+00:00,filled,2026-05-01 21:21:08.933368+00:00,383.64,v2
ZEC-USDT,buy,386.7,2026-05-01 21:50:03.265033+00:00,filled,2026-05-01 21:58:26.754436+00:00,384.96,v2
ZEC-USDT,sell,382.11,2026-05-02 00:12:50.326897+00:00,filled,2026-05-02 00:16:39.668710+00:00,383.79,v2
ZEC-USDT,sell,382.04,2026-05-02 00:28:49.244167+00:00,expired,,,v2
SOL-USDT,buy,83.88,2026-05-02 01:34:57.070606+00:00,expired,,,v2
SOL-USDT,sell,83.79,2026-05-02 03:09:55.190937+00:00,filled,2026-05-02 03:24:40.379631+00:00,83.84,v2
ZEC-USDT,buy,382.2,2026-05-02 05:19:22.479448+00:00,expired,,,v2
SOL-USDT,buy,83.73,2026-05-02 08:32:56.507112+00:00,expired,,,v2
ZEC-USDT,buy,379.41,2026-05-02 09:09:21.747864+00:00,filled,2026-05-02 09:16:05.482456+00:00,377.81,v2
ZEC-USDT,buy,378.96,2026-05-02 10:12:21.989991+00:00,expired,,,v2
SOL-USDT,sell,83.79,2026-05-02 11:09:55.271527+00:00,expired,,,v2
SOL-USDT,buy,83.88,2026-05-02 12:25:56.488681+00:00,expired,,,v2
ZEC-USDT,buy,374.29,2026-05-02 14:04:22.004347+00:00,filled,2026-05-02 14:10:33.558027+00:00,373.15,v2
ZEC-USDT,sell,372.35,2026-05-02 16:16:49.536522+00:00,expired,,,v2
ZEC-USDT,buy,376.02,2026-05-02 16:55:01.282176+00:00,expired,,,v2
SOL-USDT,sell,83.99,2026-05-02 18:02:55.127567+00:00,expired,,,v2
SOL-USDT,buy,84.16,2026-05-02 19:10:10.122272+00:00,expired,,,v2
SOL-USDT,sell,84.09,2026-05-02 22:23:55.176227+00:00,filled,2026-05-02 22:33:18.255664+00:00,84.3,v2
SOL-USDT,buy,84.43,2026-05-02 22:53:56.388326+00:00,expired,,,v2
SOL-USDT,sell,84.23,2026-05-03 00:03:55.153490+00:00,expired,,,v2
ZEC-USDT,sell,386.39,2026-05-03 00:04:49.846041+00:00,filled,2026-05-03 00:24:20.017784+00:00,386.73,v2
ZEC-USDT,buy,388.7,2026-05-03 00:30:03.543452+00:00,expired,,,v2
ZEC-USDT,sell,386.41,2026-05-03 01:10:01.574490+00:00,expired,,,v2
ZEC-USDT,buy,384.52,2026-05-03 04:38:22.038194+00:00,filled,2026-05-03 04:49:56.644590+00:00,383.62,v2
SOL-USDT,buy,83.71,2026-05-03 05:05:16.933697+00:00,expired,,,v2
SOL-USDT,sell,83.6,2026-05-03 06:14:55.106433+00:00,expired,,,v2
SOL-USDT,buy,83.73,2026-05-03 06:52:56.248548+00:00,expired,,,v2
SOL-USDT,sell,83.83,2026-05-03 10:46:55.075216+00:00,expired,,,v2
SOL-USDT,buy,84.11,2026-05-03 11:48:56.431579+00:00,cancelled,,,v2
SOL-USDT,buy,84.06,2026-05-03 12:10:56.613469+00:00,expired,,,v2
ZEC-USDT,sell,398.62,2026-05-03 13:43:49.518237+00:00,expired,,,v2
ZEC-USDT,buy,395.42,2026-05-03 15:10:01.846140+00:00,expired,,,v2
SOL-USDT,sell,84.01,2026-05-03 16:08:54.879954+00:00,filled,2026-05-03 16:26:42.966397+00:00,84.07,v2
ZEC-USDT,sell,397.01,2026-05-03 16:27:49.497498+00:00,expired,,,v2
SOL-USDT,buy,84.17,2026-05-03 17:16:56.223930+00:00,expired,,,v2
SOL-USDT,sell,84.1,2026-05-03 18:05:55.134938+00:00,expired,,,v2
ZEC-USDT,buy,401.39,2026-05-03 18:25:02.439708+00:00,expired,,,v2
SOL-USDT,sell,84.25,2026-05-03 20:48:55.555248+00:00,expired,,,v2
ZEC-USDT,sell,404.28,2026-05-03 21:49:49.612288+00:00,filled,2026-05-03 22:00:25.433141+00:00,405.76,v2
SOL-USDT,buy,84.43,2026-05-03 22:02:56.840636+00:00,filled,2026-05-03 22:32:16.078317+00:00,84.43,v2
ZEC-USDT,buy,414.14,2026-05-03 22:45:21.735543+00:00,cancelled,,,v2
ZEC-USDT,buy,414.56,2026-05-03 23:02:22.872538+00:00,cancelled,,,v2
ZEC-USDT,buy,414.27,2026-05-03 23:05:02.884259+00:00,filled,2026-05-03 23:23:09.026957+00:00,413.19,v2
SOL-USDT,sell,84.39,2026-05-03 23:20:54.865738+00:00,expired,,,v2
ZEC-USDT,sell,409.78,2026-05-04 00:05:05.080568+00:00,filled,2026-05-04 00:19:28.946016+00:00,411.96,v2
ZEC-USDT,buy,414.76,2026-05-04 00:50:03.547470+00:00,expired,,,v2
SOL-USDT,buy,83.88,2026-05-04 01:30:56.544698+00:00,expired,,,v2
ZEC-USDT,sell,417.89,2026-05-04 04:31:49.837194+00:00,cancelled,,,v2
ZEC-USDT,sell,417.97,2026-05-04 04:35:49.224867+00:00,filled,2026-05-04 04:56:11.421240+00:00,418.08,v2
SOL-USDT,sell,85.41,2026-05-04 05:19:54.847462+00:00,expired,,,v2
ZEC-USDT,buy,416.39,2026-05-04 08:29:22.194097+00:00,filled,2026-05-04 08:39:15.423041+00:00,414.2,v2
ZEC-USDT,sell,400.31,2026-05-04 10:23:50.146967+00:00,filled,2026-05-04 10:35:07.527592+00:00,409.98,v2
ZEC-USDT,buy,411.07,2026-05-04 12:56:22.263276+00:00,filled,2026-05-04 13:00:17.739289+00:00,408.64,v2
ZEC-USDT,buy,411.6,2026-05-04 13:12:21.746401+00:00,expired,,,v2
SOL-USDT,buy,84.59,2026-05-04 14:27:56.630264+00:00,cancelled,,,v2
SOL-USDT,buy,84.64,2026-05-04 14:33:56.468000+00:00,cancelled,,,v2
SOL-USDT,buy,84.56,2026-05-04 14:35:56.224115+00:00,expired,,,v2
ZEC-USDT,sell,408.38,2026-05-04 15:20:05.070692+00:00,filled,2026-05-04 15:26:51.927629+00:00,411.05,v2
ZEC-USDT,buy,414.4,2026-05-04 15:45:11.006682+00:00,filled,2026-05-04 16:06:51.058795+00:00,414.15,v2
SOL-USDT,sell,84.61,2026-05-04 18:53:55.379790+00:00,expired,,,v2
SOL-USDT,buy,84.46,2026-05-04 21:51:56.732053+00:00,cancelled,,,v2
SOL-USDT,buy,84.37,2026-05-04 22:00:56.206564+00:00,cancelled,,,v2
SOL-USDT,buy,84.43,2026-05-04 22:15:56.213910+00:00,filled,2026-05-04 22:26:12.013074+00:00,84.3,v2
ZEC-USDT,sell,423.36,2026-05-04 23:51:49.505146+00:00,expired,,,v2
ZEC-USDT,buy,426.83,2026-05-05 00:59:21.962027+00:00,filled,2026-05-05 01:24:03.117666+00:00,424.48,v2
SOL-USDT,buy,84.27,2026-05-05 01:09:56.988808+00:00,expired,,,v2
ZEC-USDT,sell,423.82,2026-05-05 04:09:49.511361+00:00,cancelled,,,v2
ZEC-USDT,sell,424.09,2026-05-05 04:12:49.226138+00:00,filled,2026-05-05 04:22:02.031553+00:00,425.76,v2
ZEC-USDT,sell,424.45,2026-05-05 05:38:49.511691+00:00,expired,,,v2
ZEC-USDT,buy,422.79,2026-05-05 08:05:22.004132+00:00,filled,2026-05-05 08:17:05.346874+00:00,421.38,v2
SOL-USDT,sell,84.85,2026-05-05 08:18:55.433364+00:00,expired,,,v2
SOL-USDT,buy,84.82,2026-05-05 11:38:56.503383+00:00,cancelled,,,v2
SOL-USDT,buy,84.88,2026-05-05 11:40:56.836802+00:00,expired,,,v2
SOL-USDT,sell,85.36,2026-05-05 14:14:55.388303+00:00,filled,2026-05-05 14:25:19.924125+00:00,85.57,v2
SOL-USDT,buy,85.82,2026-05-05 15:12:56.453512+00:00,expired,,,v2
ZEC-USDT,sell,429.54,2026-05-05 15:55:49.473465+00:00,filled,2026-05-05 16:07:54.661270+00:00,430.78,v2
SOL-USDT,sell,85.27,2026-05-05 16:33:54.989871+00:00,expired,,,v2
SOL-USDT,buy,85.45,2026-05-05 17:21:56.484054+00:00,expired,,,v2
SOL-USDT,buy,85.44,2026-05-05 17:55:23.344308+00:00,cancelled,,,v2
SOL-USDT,buy,85.46,2026-05-05 18:00:16.439081+00:00,expired,,,v2
ZEC-USDT,buy,433.68,2026-05-05 19:14:22.353351+00:00,expired,,,v2
ZEC-USDT,sell,505.93,2026-05-05 22:47:49.668191+00:00,filled,2026-05-05 23:02:36.501176+00:00,512.66,v2
SOL-USDT,sell,86.24,2026-05-05 23:34:54.954125+00:00,filled,2026-05-05 23:46:14.869469+00:00,86.36,v2
ZEC-USDT,sell,509.6,2026-05-06 00:28:49.499666+00:00,filled,2026-05-06 00:50:15.078599+00:00,511.36,v2
SOL-USDT,buy,86.74,2026-05-06 01:18:57.687472+00:00,expired,,,v2
ZEC-USDT,buy,526.68,2026-05-06 02:10:53.311672+00:00,filled,2026-05-06 02:32:00.854971+00:00,524.33,v2
SOL-USDT,sell,86.89,2026-05-06 04:30:55.574517+00:00,expired,,,v2
SOL-USDT,buy,87.28,2026-05-06 05:50:58.090942+00:00,expired,,,v2
ZEC-USDT,sell,582.75,2026-05-06 09:01:49.811436+00:00,expired,,,v2
ZEC-USDT,buy,580.52,2026-05-06 10:45:52.201268+00:00,cancelled,,,v2
ZEC-USDT,buy,581.11,2026-05-06 10:53:51.824963+00:00,cancelled,,,v2
ZEC-USDT,buy,581.87,2026-05-06 10:56:51.826394+00:00,filled,2026-05-06 11:01:13.212986+00:00,577.07,v2
SOL-USDT,sell,89.32,2026-05-06 13:00:55.368469+00:00,expired,,,v2
ZEC-USDT,buy,579.28,2026-05-06 15:11:52.488381+00:00,cancelled,,,v2
ZEC-USDT,buy,583.63,2026-05-06 15:18:51.967884+00:00,expired,,,v2
SOL-USDT,buy,88.89,2026-05-06 15:21:57.742934+00:00,cancelled,,,v2
SOL-USDT,buy,88.86,2026-05-06 15:25:07.415462+00:00,filled,2026-05-06 15:37:46.554295+00:00,88.6,v2
SOL-USDT,buy,88.95,2026-05-06 15:45:58.607307+00:00,expired,,,v2
ZEC-USDT,sell,572.96,2026-05-06 16:23:49.474959+00:00,expired,,,v2
SOL-USDT,sell,88.78,2026-05-06 17:46:55.238088+00:00,expired,,,v2
SOL-USDT,buy,88.98,2026-05-06 19:03:26.776163+00:00,cancelled,,,v2
SOL-USDT,buy,89.06,2026-05-06 19:06:13.955587+00:00,filled,2026-05-06 19:15:37.235641+00:00,88.88,v2
SOL-USDT,sell,88.84,2026-05-06 23:01:56.024228+00:00,expired,,,v2
SOL-USDT,buy,88.27,2026-05-07 04:55:03.788558+00:00,expired,,,v2
ZEC-USDT,buy,545.9,2026-05-07 05:03:22.151055+00:00,expired,,,v2
ZEC-USDT,sell,537.39,2026-05-07 06:14:49.876846+00:00,filled,2026-05-07 06:24:09.444719+00:00,540.98,v2
ZEC-USDT,buy,549.1,2026-05-07 06:30:09.195521+00:00,expired,,,v2
SOL-USDT,sell,89.33,2026-05-07 09:05:21.455018+00:00,filled,2026-05-07 09:34:00.770826+00:00,89.5,v2
SOL-USDT,buy,89.41,2026-05-07 11:06:03.430174+00:00,expired,,,v2
SOL-USDT,sell,88.91,2026-05-07 13:40:08.418858+00:00,expired,,,v2
ZEC-USDT,sell,568.72,2026-05-07 14:08:49.211367+00:00,filled,2026-05-07 14:15:32.204731+00:00,574.83,v2
ZEC-USDT,sell,568.37,2026-05-07 14:29:49.200896+00:00,filled,2026-05-07 14:51:55.744075+00:00,569.44,v2
SOL-USDT,buy,88.43,2026-05-07 15:50:05.680964+00:00,filled,2026-05-07 15:58:05.886999+00:00,88.28,v2
ZEC-USDT,buy,568.5,2026-05-07 17:14:22.521325+00:00,filled,2026-05-07 17:37:09.773031+00:00,566.77,v2
SOL-USDT,sell,88.01,2026-05-07 17:26:54.977016+00:00,expired,,,v2
SOL-USDT,buy,88.69,2026-05-07 17:59:02.392323+00:00,expired,,,v2
SOL-USDT,sell,88.4,2026-05-07 18:49:55.560397+00:00,expired,,,v2
ZEC-USDT,sell,560.34,2026-05-07 19:09:49.326956+00:00,filled,2026-05-07 19:24:49.964292+00:00,563.34,v2
ZEC-USDT,buy,561.58,2026-05-07 22:54:22.576860+00:00,expired,,,v2
SOL-USDT,buy,88.35,2026-05-07 23:46:02.342145+00:00,expired,,,v2
SOL-USDT,sell,88.05,2026-05-08 01:13:55.073518+00:00,expired,,,v2
ZEC-USDT,sell,564.72,2026-05-08 02:14:49.510325+00:00,filled,2026-05-08 02:25:36.638474+00:00,566.23,v2
ZEC-USDT,buy,575.66,2026-05-08 03:17:22.808415+00:00,cancelled,,,v2
ZEC-USDT,buy,574.09,2026-05-08 03:20:03.632794+00:00,filled,2026-05-08 03:26:54.275126+00:00,570.84,v2
ZEC-USDT,buy,574.52,2026-05-08 04:05:22.179982+00:00,cancelled,,,v2
ZEC-USDT,buy,573.74,2026-05-08 04:10:06.787906+00:00,expired,,,v2
SOL-USDT,buy,88.28,2026-05-08 05:18:02.771300+00:00,cancelled,,,v2
SOL-USDT,buy,88.31,2026-05-08 05:31:02.807278+00:00,expired,,,v2
ZEC-USDT,buy,571.63,2026-05-08 06:21:22.440874+00:00,expired,,,v2
SOL-USDT,sell,87.87,2026-05-08 06:33:54.908631+00:00,expired,,,v2
ZEC-USDT,sell,567.96,2026-05-08 08:22:49.515646+00:00,filled,2026-05-08 08:50:19.486484+00:00,568.59,v2
SOL-USDT,buy,88.24,2026-05-08 08:33:02.118222+00:00,cancelled,,,v2
SOL-USDT,buy,88.29,2026-05-08 08:36:02.611146+00:00,expired,,,v2
ZEC-USDT,buy,569.22,2026-05-08 10:50:03.693513+00:00,expired,,,v2
SOL-USDT,sell,88.35,2026-05-08 12:51:55.198305+00:00,cancelled,,,v2
SOL-USDT,sell,88.36,2026-05-08 12:59:55.466204+00:00,expired,,,v2
ZEC-USDT,sell,571.33,2026-05-08 13:25:49.216567+00:00,cancelled,,,v2
ZEC-USDT,sell,570.88,2026-05-08 13:33:50.322513+00:00,filled,2026-05-08 13:35:50.448335+00:00,572.96,v2
ZEC-USDT,sell,570.97,2026-05-08 13:38:49.610393+00:00,filled,2026-05-08 14:00:28.389718+00:00,570.4,v2
SOL-USDT,buy,88.56,2026-05-08 14:05:05.255589+00:00,filled,2026-05-08 14:30:47.788405+00:00,88.79,v2
ZEC-USDT,buy,581.34,2026-05-08 14:35:06.973200+00:00,filled,2026-05-08 14:40:42.963291+00:00,577.34,v2
ZEC-USDT,sell,574.64,2026-05-08 15:10:49.443001+00:00,filled,2026-05-08 15:21:28.373022+00:00,577.49,v2
ZEC-USDT,buy,582.83,2026-05-08 16:37:22.506980+00:00,filled,2026-05-08 16:40:34.590986+00:00,580.0,v2
ZEC-USDT,buy,582.17,2026-05-08 17:05:22.578427+00:00,cancelled,,,v2
ZEC-USDT,buy,582.36,2026-05-08 17:12:22.207910+00:00,filled,2026-05-08 17:37:20.265275+00:00,584.15,v2
ZEC-USDT,sell,573.45,2026-05-08 19:14:49.739636+00:00,filled,2026-05-08 19:21:26.235363+00:00,577.29,v2
ZEC-USDT,sell,571.84,2026-05-08 19:56:49.199135+00:00,cancelled,,,v2
ZEC-USDT,sell,573.57,2026-05-08 20:00:49.227422+00:00,filled,2026-05-08 20:22:20.278016+00:00,573.45,v2
SOL-USDT,sell,92.15,2026-05-08 20:51:55.263939+00:00,expired,,,v2
ZEC-USDT,buy,583.06,2026-05-08 21:01:22.332593+00:00,expired,,,v2
SOL-USDT,buy,92.3,2026-05-08 21:45:02.650063+00:00,expired,,,v2
SOL-USDT,sell,91.9,2026-05-08 23:15:55.500006+00:00,cancelled,,,v2
SOL-USDT,sell,92.05,2026-05-08 23:21:54.852740+00:00,expired,,,v2
SOL-USDT,buy,92.48,2026-05-09 00:34:02.671193+00:00,expired,,,v2
ZEC-USDT,sell,606.16,2026-05-09 00:47:49.787442+00:00,expired,,,v2
ZEC-USDT,buy,612.45,2026-05-09 02:17:22.852463+00:00,expired,,,v2
SOL-USDT,sell,93.29,2026-05-09 04:56:55.371548+00:00,filled,2026-05-09 05:18:14.157056+00:00,93.22,v2
SOL-USDT,buy,93.85,2026-05-09 06:04:02.794409+00:00,filled,2026-05-09 06:16:28.992260+00:00,93.68,v2
ZEC-USDT,sell,615.08,2026-05-09 06:53:49.258612+00:00,cancelled,,,v2
ZEC-USDT,sell,615.36,2026-05-09 06:58:49.213931+00:00,expired,,,v2
SOL-USDT,sell,93.46,2026-05-09 09:14:55.260490+00:00,expired,,,v2
SOL-USDT,buy,93.57,2026-05-09 11:21:02.394609+00:00,expired,,,v2
SOL-USDT,sell,93.16,2026-05-09 13:20:55.184979+00:00,expired,,,v2
SOL-USDT,buy,93.02,2026-05-09 16:11:02.754157+00:00,filled,2026-05-09 16:29:44.212342+00:00,92.9,v2
ZEC-USDT,buy,598.22,2026-05-09 16:19:22.175604+00:00,filled,2026-05-09 16:23:00.129145+00:00,594.46,v2
ZEC-USDT,buy,596.71,2026-05-09 17:07:22.306176+00:00,expired,,,v2
ZEC-USDT,sell,595.16,2026-05-09 20:27:49.785198+00:00,cancelled,,,v2
ZEC-USDT,sell,595.84,2026-05-09 20:31:49.205921+00:00,filled,2026-05-09 20:40:45.170240+00:00,596.74,v2
SOL-USDT,sell,92.97,2026-05-10 00:04:56.100623+00:00,expired,,,v2
ZEC-USDT,buy,602.2,2026-05-10 02:07:22.549462+00:00,expired,,,v2
SOL-USDT,buy,93.08,2026-05-10 03:03:02.607117+00:00,expired,,,v2
ZEC-USDT,sell,601.62,2026-05-10 04:21:49.541741+00:00,filled,2026-05-10 04:32:50.312568+00:00,603.86,v2
ZEC-USDT,buy,607.62,2026-05-10 05:22:22.483223+00:00,filled,2026-05-10 05:47:29.766198+00:00,606.67,v2
SOL-USDT,sell,93.26,2026-05-10 06:20:52.593217+00:00,expired,,,v2
ZEC-USDT,sell,609.92,2026-05-10 07:53:49.529695+00:00,filled,2026-05-10 08:09:39.315969+00:00,612.26,v2
SOL-USDT,sell,94.01,2026-05-10 10:06:55.210284+00:00,expired,,,v2
ZEC-USDT,buy,600.92,2026-05-10 11:31:22.585528+00:00,expired,,,v2
ZEC-USDT,sell,598.47,2026-05-10 12:29:49.848361+00:00,expired,,,v2
SOL-USDT,buy,93.53,2026-05-10 13:22:02.307413+00:00,expired,,,v2
ZEC-USDT,sell,594.83,2026-05-10 14:03:49.267280+00:00,filled,2026-05-10 14:08:16.913180+00:00,596.34,v2
SOL-USDT,sell,95.79,2026-05-10 19:01:55.443069+00:00,filled,2026-05-10 19:16:16.659290+00:00,96.29,v2
SOL-USDT,buy,96.63,2026-05-10 19:25:01.999715+00:00,expired,,,v2
SOL-USDT,sell,96.06,2026-05-10 20:13:55.381691+00:00,expired,,,v2
ZEC-USDT,buy,575.97,2026-05-10 21:33:22.659304+00:00,cancelled,,,v2
ZEC-USDT,buy,574.97,2026-05-10 21:35:22.227532+00:00,expired,,,v2
SOL-USDT,buy,95.67,2026-05-10 22:27:02.333455+00:00,expired,,,v2
SOL-USDT,sell,95.9,2026-05-11 00:15:55.368962+00:00,filled,2026-05-11 00:24:21.604248+00:00,96.25,v2
ZEC-USDT,sell,585.03,2026-05-11 00:39:49.226434+00:00,filled,2026-05-11 01:08:34.514799+00:00,586.3,v2
ZEC-USDT,buy,587.16,2026-05-11 02:44:22.693269+00:00,filled,2026-05-11 03:04:36.745420+00:00,587.25,v2
ZEC-USDT,sell,578.24,2026-05-11 04:35:05.726019+00:00,expired,,,v2
SOL-USDT,buy,95.2,2026-05-11 05:06:02.349637+00:00,cancelled,,,v2
SOL-USDT,buy,95.34,2026-05-11 05:18:02.095047+00:00,expired,,,v2
SOL-USDT,sell,95.03,2026-05-11 08:05:55.512570+00:00,expired,,,v2
ZEC-USDT,buy,573.27,2026-05-11 09:06:22.494680+00:00,filled,2026-05-11 09:12:58.095444+00:00,571.77,v2
SOL-USDT,buy,95.4,2026-05-11 10:12:02.936476+00:00,cancelled,,,v2
SOL-USDT,buy,95.42,2026-05-11 10:18:02.809651+00:00,filled,2026-05-11 10:35:18.684385+00:00,95.3,v2
ZEC-USDT,sell,567.88,2026-05-11 10:44:49.196150+00:00,expired,,,v2
SOL-USDT,sell,95.1,2026-05-11 11:50:55.374345+00:00,cancelled,,,v2
SOL-USDT,sell,95.04,2026-05-11 12:04:54.880494+00:00,expired,,,v2
SOL-USDT,buy,95.66,2026-05-11 14:04:03.473115+00:00,expired,,,v2
ZEC-USDT,buy,562.25,2026-05-11 16:32:03.615156+00:00,filled,2026-05-11 16:43:50.128329+00:00,557.96,v2
ZEC-USDT,buy,564.82,2026-05-11 17:18:03.819418+00:00,filled,2026-05-11 17:33:42.850452+00:00,560.64,v2
SOL-USDT,sell,97.19,2026-05-11 19:00:55.466619+00:00,filled,2026-05-11 19:12:15.202207+00:00,97.47,v2
SOL-USDT,buy,97.73,2026-05-11 19:24:03.016345+00:00,cancelled,,,v2
SOL-USDT,buy,97.84,2026-05-11 19:32:03.005495+00:00,expired,,,v2
ZEC-USDT,sell,554.59,2026-05-11 20:17:49.594512+00:00,cancelled,,,v2
ZEC-USDT,sell,554.69,2026-05-11 20:23:49.220143+00:00,filled,2026-05-11 20:44:17.211974+00:00,556.75,v2
SOL-USDT,sell,97.37,2026-05-11 21:08:54.921329+00:00,filled,2026-05-11 21:35:27.695164+00:00,97.57,v2
ZEC-USDT,buy,559.3,2026-05-11 22:49:03.039299+00:00,filled,2026-05-11 23:11:26.522754+00:00,557.77,v2
ZEC-USDT,buy,561.96,2026-05-12 00:29:03.048139+00:00,expired,,,v2
ZEC-USDT,sell,548.4,2026-05-12 01:36:49.792167+00:00,cancelled,,,v2
ZEC-USDT,sell,548.32,2026-05-12 01:43:49.237076+00:00,filled,2026-05-12 01:51:38.486829+00:00,552.23,v2
ZEC-USDT,sell,548.32,2026-05-12 02:18:49.747248+00:00,expired,,,v2
SOL-USDT,buy,96.54,2026-05-12 05:27:02.360090+00:00,cancelled,,,v3
SOL-USDT,buy,96.61,2026-05-12 05:31:02.411944+00:00,cancelled,,,v3
SOL-USDT,buy,96.54,2026-05-12 05:39:02.845620+00:00,filled,2026-05-12 06:00:06.394520+00:00,96.47,v3
SOL-USDT,sell,95.97,2026-05-12 07:02:55.521967+00:00,filled,2026-05-12 07:24:38.748151+00:00,96.23,v3
ZEC-USDT,sell,553.52,2026-05-12 09:03:49.813921+00:00,expired,,,v3
SOL-USDT,buy,95.36,2026-05-12 12:40:06.140577+00:00,expired,,,v3
SOL-USDT,sell,94.83,2026-05-12 13:19:54.895407+00:00,filled,2026-05-12 13:39:48.456666+00:00,95.01,v3
SOL-USDT,buy,95.3,2026-05-12 13:46:04.851800+00:00,expired,,,v3
SOL-USDT,buy,95.13,2026-05-12 14:23:02.823837+00:00,filled,2026-05-12 14:27:13.594320+00:00,94.96,v3
ZEC-USDT,buy,550.08,2026-05-12 16:56:04.504681+00:00,filled,2026-05-12 17:05:54.056268+00:00,546.82,v3
ZEC-USDT,buy,551.45,2026-05-12 18:38:03.488193+00:00,filled,2026-05-12 18:46:16.038284+00:00,550.08,v3
ZEC-USDT,buy,552.28,2026-05-12 18:55:03.589587+00:00,filled,2026-05-12 19:16:14.307454+00:00,551.35,v3
ZEC-USDT,sell,547.33,2026-05-12 20:47:49.675057+00:00,filled,2026-05-12 20:54:59.508753+00:00,550.46,v3
ZEC-USDT,buy,555.93,2026-05-12 21:30:06.149264+00:00,filled,2026-05-12 21:43:29.712142+00:00,554.34,v3
ZEC-USDT,buy,556.28,2026-05-12 21:57:03.136992+00:00,expired,,,v3
SOL-USDT,sell,94.5,2026-05-12 23:36:05.887058+00:00,expired,,,v3
SOL-USDT,buy,94.63,2026-05-13 01:07:03.260387+00:00,expired,,,v3
ZEC-USDT,sell,581.47,2026-05-13 04:09:49.801186+00:00,expired,,,v3
SOL-USDT,sell,94.93,2026-05-13 07:23:05.829967+00:00,filled,2026-05-13 07:37:36.781249+00:00,95.04,v3
SOL-USDT,buy,95.53,2026-05-13 08:41:01.224157+00:00,expired,,,v3
ZEC-USDT,buy,557.41,2026-05-13 09:49:03.348452+00:00,filled,2026-05-13 10:03:16.981686+00:00,554.52,v3
SOL-USDT,sell,95.37,2026-05-13 10:11:05.279070+00:00,expired,,,v3
ZEC-USDT,sell,551.12,2026-05-13 11:27:49.808777+00:00,expired,,,v3
ZEC-USDT,buy,538.42,2026-05-13 18:09:03.808971+00:00,expired,,,v3
