symbol,entry_timing,sl_atr,tp_ladder,ratios,be_after_tp1,blofin_n,blofin_net,blofin_pf,blofin_dd,blofin_wr,blofin_oos_net,blofin_oos_pf,lighter_n,lighter_net,lighter_pf,lighter_dd,lighter_wr,lighter_oos_net,lighter_oos_pf,tp1_rate,tp3_rate
ZEC-USDT,retest,1.5,"(1.0, 2.0, 3.0)","(0.34, 0.33, 0.33)",True,198,-3615.19,0.424,-3801.14,0.3737,-1304.25,0.401,198,-1833.21,0.656,-2177.07,0.5253,-764.29,0.594,0.525,0.192
ZEC-USDT,signal,1.5,"(1.0, 2.0, 3.0)","(0.34, 0.33, 0.33)",False,349,-4313.47,0.62,-4494.8,0.3983,-1745.34,0.551,349,-1172.45,0.876,-1930.25,0.404,-800.49,0.758,0.559,0.324
ZEC-USDT,retest,1.5,"(1.0, 2.0, 3.0)","(0.34, 0.33, 0.33)",False,181,-2993.93,0.542,-3215.84,0.4088,-1261.51,0.448,181,-1364.84,0.755,-1962.53,0.4088,-766.63,0.613,0.508,0.331
ZEC-USDT,signal,1.5,"(1.0, 2.0, 3.0)","(0.6, 0.2, 0.2)",True,378,-4613.75,0.551,-4602.7,0.5608,-1654.82,0.526,378,-1211.78,0.862,-1747.46,0.5661,-628.98,0.792,0.566,0.209
ZEC-USDT,retest,1.5,"(1.0, 2.0, 3.0)","(0.6, 0.2, 0.2)",True,198,-3607.13,0.416,-3751.35,0.5202,-1326.94,0.384,198,-1825.14,0.658,-2052.31,0.5253,-787.04,0.582,0.525,0.192
ZEC-USDT,signal,1.5,"(1.0, 2.0, 3.0)","(0.6, 0.2, 0.2)",False,349,-4386.15,0.566,-4444.64,0.404,-1707.04,0.505,349,-1245.19,0.849,-1730.27,0.404,-762.22,0.734,0.559,0.324
ZEC-USDT,retest,1.5,"(1.0, 2.0, 3.0)","(0.6, 0.2, 0.2)",False,181,-3235.58,0.47,-3379.8,0.4088,-1318.96,0.389,181,-1606.51,0.687,-1969.39,0.4088,-824.12,0.555,0.508,0.331
ZEC-USDT,signal,1.5,"(1.0, 2.0, 3.0)","(1.0, 0.0, 0.0)",True,402,-4734.57,0.558,-4688.08,0.5746,-1795.92,0.511,402,-1116.76,0.878,-1768.7,0.5746,-707.13,0.778,0.575,0.027
ZEC-USDT,retest,1.5,"(1.0, 2.0, 3.0)","(1.0, 0.0, 0.0)",True,207,-3560.39,0.437,-3640.4,0.5362,-1314.04,0.393,207,-1697.3,0.689,-1873.42,0.5362,-747.13,0.605,0.536,0.01
ZEC-USDT,signal,1.5,"(1.0, 2.0, 3.0)","(1.0, 0.0, 0.0)",False,402,-4734.57,0.558,-4688.08,0.5746,-1795.92,0.511,402,-1116.76,0.878,-1768.7,0.5746,-707.13,0.778,0.575,0.027
ZEC-USDT,retest,1.5,"(1.0, 2.0, 3.0)","(1.0, 0.0, 0.0)",False,207,-3560.39,0.437,-3640.4,0.5362,-1314.04,0.393,207,-1697.3,0.689,-1873.42,0.5362,-747.13,0.605,0.536,0.01
ZEC-USDT,signal,1.5,"(1.0, 2.0, 3.0)","(0.5, 0.5, 0.0)",True,386,-4457.68,0.576,-4469.58,0.5363,-1720.35,0.525,386,-983.81,0.891,-1568.84,0.5648,-676.53,0.785,0.565,0.062
ZEC-USDT,retest,1.5,"(1.0, 2.0, 3.0)","(0.5, 0.5, 0.0)",True,204,-3585.16,0.434,-3718.68,0.4902,-1269.7,0.413,204,-1749.14,0.679,-2007.13,0.5294,-711.73,0.624,0.529,0.034
ZEC-USDT,signal,1.5,"(1.0, 2.0, 3.0)","(0.5, 0.5, 0.0)",False,373,-4654.58,0.589,-4636.05,0.4075,-1859.56,0.522,373,-1297.82,0.861,-1936.73,0.4075,-851.76,0.74,0.563,0.08
ZEC-USDT,retest,1.5,"(1.0, 2.0, 3.0)","(0.5, 0.5, 0.0)",False,194,-3033.07,0.534,-3166.59,0.4278,-1121.27,0.492,194,-1287.16,0.767,-1705.77,0.4278,-590.4,0.69,0.521,0.067
ZEC-USDT,signal,1.5,"(1.5, 3.0, 5.0)","(0.5, 0.25, 0.25)",True,351,-4526.88,0.608,-4459.94,0.4843,-1743.28,0.561,351,-1368.04,0.862,-2172.68,0.4843,-789.66,0.772,0.484,0.137
ZEC-USDT,retest,1.5,"(1.5, 3.0, 5.0)","(0.5, 0.25, 0.25)",True,185,-3601.01,0.455,-3692.6,0.4541,-838.99,0.604,185,-1936.12,0.66,-2135.52,0.4541,-335.17,0.819,0.454,0.092
ZEC-USDT,signal,1.5,"(1.5, 3.0, 5.0)","(0.5, 0.25, 0.25)",False,303,-3520.07,0.666,-3931.38,0.33,-1413.99,0.605,303,-792.91,0.909,-1761.22,0.33,-595.29,0.803,0.475,0.221
ZEC-USDT,retest,1.5,"(1.5, 3.0, 5.0)","(0.5, 0.25, 0.25)",False,153,-2731.63,0.537,-3062.04,0.3399,-965.73,0.506,153,-1354.47,0.729,-1820.48,0.3399,-551.99,0.671,0.451,0.209
ZEC-USDT,signal,1.5,"(1.5, 3.0, 5.0)","(0.34, 0.33, 0.33)",True,351,-4657.62,0.597,-4607.62,0.4473,-1766.31,0.555,351,-1498.75,0.849,-2390.91,0.4843,-812.66,0.765,0.484,0.137
ZEC-USDT,retest,1.5,"(1.5, 3.0, 5.0)","(0.34, 0.33, 0.33)",True,185,-3771.84,0.43,-3862.7,0.4216,-802.4,0.622,185,-2106.91,0.63,-2311.26,0.4541,-298.55,0.838,0.454,0.092
ZEC-USDT,signal,1.5,"(1.5, 3.0, 5.0)","(0.34, 0.33, 0.33)",False,303,-3458.84,0.694,-3969.71,0.33,-1381.01,0.637,303,-731.66,0.923,-1839.6,0.33,-562.26,0.827,0.475,0.221
ZEC-USDT,retest,1.5,"(1.5, 3.0, 5.0)","(0.34, 0.33, 0.33)",False,153,-2726.88,0.562,-3135.49,0.3399,-967.1,0.533,153,-1349.65,0.746,-1878.79,0.3399,-553.33,0.691,0.451,0.209
ZEC-USDT,signal,1.5,"(1.5, 3.0, 5.0)","(0.6, 0.2, 0.2)",True,351,-4445.17,0.615,-4380.43,0.4843,-1728.89,0.565,351,-1286.34,0.87,-2036.29,0.4843,-775.28,0.776,0.484,0.137
ZEC-USDT,retest,1.5,"(1.5, 3.0, 5.0)","(0.6, 0.2, 0.2)",True,185,-3494.25,0.471,-3586.28,0.4541,-861.86,0.593,185,-1829.37,0.679,-2025.68,0.4541,-358.05,0.806,0.454,0.092
ZEC-USDT,signal,1.5,"(1.5, 3.0, 5.0)","(0.6, 0.2, 0.2)",False,303,-3558.34,0.648,-3907.42,0.3828,-1434.61,0.585,303,-831.19,0.904,-1720.51,0.4752,-615.93,0.795,0.475,0.221
ZEC-USDT,retest,1.5,"(1.5, 3.0, 5.0)","(0.6, 0.2, 0.2)",False,153,-2734.59,0.522,-3016.13,0.4183,-964.87,0.492,153,-1357.49,0.726,-1784.03,0.451,-551.16,0.669,0.451,0.209
ZEC-USDT,signal,1.5,"(1.5, 3.0, 5.0)","(1.0, 0.0, 0.0)",True,387,-4714.3,0.63,-4678.19,0.478,-1880.63,0.569,387,-1231.26,0.887,-1766.12,0.478,-827.95,0.782,0.478,0.005
ZEC-USDT,retest,1.5,"(1.5, 3.0, 5.0)","(1.0, 0.0, 0.0)",True,202,-3211.7,0.55,-3365.26,0.4604,-989.3,0.566,202,-1393.85,0.774,-1775.66,0.4604,-440.5,0.779,0.46,0.0
ZEC-USDT,signal,1.5,"(1.5, 3.0, 5.0)","(1.0, 0.0, 0.0)",False,387,-4714.3,0.63,-4678.19,0.478,-1880.63,0.569,387,-1231.26,0.887,-1766.12,0.478,-827.95,0.782,0.478,0.005
ZEC-USDT,retest,1.5,"(1.5, 3.0, 5.0)","(1.0, 0.0, 0.0)",False,202,-3211.7,0.55,-3365.26,0.4604,-989.3,0.566,202,-1393.85,0.774,-1775.66,0.4604,-440.5,0.779,0.46,0.0
ZEC-USDT,signal,1.5,"(1.5, 3.0, 5.0)","(0.5, 0.5, 0.0)",True,370,-4475.88,0.629,-4502.44,0.4811,-1690.02,0.591,370,-1145.75,0.889,-1947.79,0.4811,-691.27,0.807,0.481,0.019
ZEC-USDT,retest,1.5,"(1.5, 3.0, 5.0)","(0.5, 0.5, 0.0)",True,195,-3357.61,0.52,-3626.49,0.4513,-1024.26,0.56,195,-1602.82,0.734,-2087.61,0.4513,-493.41,0.757,0.451,0.01
ZEC-USDT,signal,1.5,"(1.5, 3.0, 5.0)","(0.5, 0.5, 0.0)",False,349,-4175.49,0.654,-4367.45,0.3238,-1705.64,0.582,349,-1034.23,0.896,-1936.26,0.3238,-760.81,0.778,0.47,0.032
ZEC-USDT,retest,1.5,"(1.5, 3.0, 5.0)","(0.5, 0.5, 0.0)",False,181,-2925.5,0.575,-3223.83,0.3315,-1227.24,0.477,181,-1296.36,0.776,-2011.93,0.3315,-732.37,0.635,0.442,0.017
ZEC-USDT,signal,1.5,"(0.5, 1.0, 2.0)","(0.5, 0.25, 0.25)",True,396,-4695.96,0.432,-4616.37,0.4874,-1861.8,0.385,396,-1132.03,0.834,-1421.22,0.6742,-790.79,0.695,0.674,0.283
ZEC-USDT,retest,1.5,"(0.5, 1.0, 2.0)","(0.5, 0.25, 0.25)",True,206,-3446.05,0.295,-3502.29,0.4563,-1366.05,0.253,206,-1591.89,0.611,-1737.93,0.6456,-808.01,0.488,0.646,0.228
ZEC-USDT,signal,1.5,"(0.5, 1.0, 2.0)","(0.5, 0.25, 0.25)",False,373,-5222.23,0.434,-5142.63,0.4075,-2092.48,0.369,373,-1865.24,0.748,-2118.04,0.563,-1084.54,0.608,0.66,0.408
ZEC-USDT,retest,1.5,"(0.5, 1.0, 2.0)","(0.5, 0.25, 0.25)",False,194,-3330.36,0.383,-3410.37,0.4278,-1277.47,0.337,194,-1584.36,0.645,-1778.89,0.5206,-746.57,0.544,0.634,0.428
ZEC-USDT,signal,1.5,"(0.5, 1.0, 2.0)","(0.34, 0.33, 0.33)",True,396,-4358.8,0.488,-4289.53,0.4571,-1730.49,0.44,396,-794.94,0.884,-1200.89,0.6641,-659.53,0.745,0.674,0.283
ZEC-USDT,retest,1.5,"(0.5, 1.0, 2.0)","(0.34, 0.33, 0.33)",True,206,-3374.43,0.329,-3442.55,0.4126,-1332.64,0.287,206,-1520.27,0.629,-1677.51,0.6456,-774.59,0.509,0.646,0.228
ZEC-USDT,signal,1.5,"(0.5, 1.0, 2.0)","(0.34, 0.33, 0.33)",False,373,-5040.58,0.491,-4960.98,0.4075,-2017.95,0.424,373,-1683.67,0.787,-2060.02,0.4075,-1010.05,0.65,0.66,0.408
ZEC-USDT,retest,1.5,"(0.5, 1.0, 2.0)","(0.34, 0.33, 0.33)",False,194,-3235.23,0.438,-3332.36,0.4278,-1227.49,0.391,194,-1489.26,0.687,-1736.53,0.4278,-696.59,0.593,0.634,0.428
ZEC-USDT,signal,1.5,"(0.5, 1.0, 2.0)","(0.6, 0.2, 0.2)",True,396,-4906.69,0.398,-4827.09,0.5404,-1943.87,0.352,396,-1342.72,0.803,-1566.6,0.6742,-872.83,0.663,0.674,0.283
ZEC-USDT,retest,1.5,"(0.5, 1.0, 2.0)","(0.6, 0.2, 0.2)",True,206,-3490.81,0.277,-3539.63,0.5097,-1386.93,0.235,206,-1636.66,0.6,-1775.69,0.6456,-828.9,0.475,0.646,0.228
ZEC-USDT,signal,1.5,"(0.5, 1.0, 2.0)","(0.6, 0.2, 0.2)",False,373,-5335.76,0.394,-5256.16,0.4209,-2139.07,0.332,373,-1978.73,0.723,-2154.31,0.563,-1131.09,0.581,0.66,0.408
ZEC-USDT,retest,1.5,"(0.5, 1.0, 2.0)","(0.6, 0.2, 0.2)",False,194,-3389.82,0.346,-3459.13,0.4381,-1308.71,0.301,194,-1643.8,0.617,-1805.36,0.5206,-777.8,0.513,0.634,0.428
ZEC-USDT,signal,1.5,"(0.5, 1.0, 2.0)","(1.0, 0.0, 0.0)",True,422,-5830.4,0.295,-5750.8,0.6611,-2405.25,0.241,422,-2032.36,0.713,-2150.08,0.6872,-1262.11,0.54,0.687,0.083
ZEC-USDT,retest,1.5,"(0.5, 1.0, 2.0)","(1.0, 0.0, 0.0)",True,209,-3646.96,0.233,-3673.46,0.6411,-1466.47,0.187,209,-1765.81,0.569,-1876.84,0.6507,-899.48,0.43,0.651,0.043
ZEC-USDT,signal,1.5,"(0.5, 1.0, 2.0)","(1.0, 0.0, 0.0)",False,422,-5830.4,0.295,-5750.8,0.6611,-2405.25,0.241,422,-2032.36,0.713,-2150.08,0.6872,-1262.11,0.54,0.687,0.083
ZEC-USDT,retest,1.5,"(0.5, 1.0, 2.0)","(1.0, 0.0, 0.0)",False,209,-3646.96,0.233,-3673.46,0.6411,-1466.47,0.187,209,-1765.81,0.569,-1876.84,0.6507,-899.48,0.43,0.651,0.043
ZEC-USDT,signal,1.5,"(0.5, 1.0, 2.0)","(0.5, 0.5, 0.0)",True,408,-4889.01,0.408,-4809.41,0.5098,-2003.15,0.352,408,-1217.05,0.822,-1439.09,0.6838,-896.2,0.662,0.684,0.096
ZEC-USDT,retest,1.5,"(0.5, 1.0, 2.0)","(0.5, 0.5, 0.0)",True,208,-3431.4,0.298,-3469.08,0.4663,-1384.36,0.243,208,-1559.24,0.619,-1689.26,0.649,-817.36,0.482,0.649,0.067
ZEC-USDT,signal,1.5,"(0.5, 1.0, 2.0)","(0.5, 0.5, 0.0)",False,402,-5224.08,0.431,-5144.49,0.5746,-2090.09,0.376,402,-1606.14,0.79,-1874.38,0.5746,-1001.14,0.65,0.679,0.112
ZEC-USDT,retest,1.5,"(0.5, 1.0, 2.0)","(0.5, 0.5, 0.0)",False,207,-3610.06,0.335,-3663.31,0.5362,-1394.37,0.288,207,-1746.94,0.617,-1858.69,0.5362,-827.42,0.51,0.647,0.082
ZEC-USDT,signal,2.0,"(0.75, 1.5, 3.0)","(0.5, 0.25, 0.25)",True,377,-5138.5,0.483,-5255.43,0.5464,-1829.65,0.465,377,-1744.76,0.8,-2329.94,0.6711,-803.36,0.738,0.671,0.204
ZEC-USDT,retest,2.0,"(0.75, 1.5, 3.0)","(0.5, 0.25, 0.25)",True,195,-3064.62,0.431,-3309.04,0.5333,-1312.68,0.373,195,-1309.73,0.724,-1743.38,0.6615,-781.93,0.584,0.662,0.2
ZEC-USDT,signal,2.0,"(0.75, 1.5, 3.0)","(0.5, 0.25, 0.25)",False,321,-4527.45,0.544,-4717.1,0.4361,-1913.69,0.459,321,-1637.73,0.808,-2090.98,0.5452,-1040.36,0.664,0.657,0.393
ZEC-USDT,retest,2.0,"(0.75, 1.5, 3.0)","(0.5, 0.25, 0.25)",False,171,-3044.15,0.47,-3291.41,0.4269,-1501.56,0.334,171,-1505.46,0.697,-1990.08,0.5146,-1034.01,0.485,0.649,0.392
ZEC-USDT,signal,2.0,"(0.75, 1.5, 3.0)","(0.34, 0.33, 0.33)",True,377,-4985.59,0.511,-5140.41,0.4483,-1763.72,0.495,377,-1591.8,0.817,-2261.27,0.6711,-737.44,0.759,0.671,0.204
ZEC-USDT,retest,2.0,"(0.75, 1.5, 3.0)","(0.34, 0.33, 0.33)",True,195,-3041.56,0.449,-3329.77,0.4462,-1275.42,0.4,195,-1286.68,0.729,-1781.81,0.6615,-744.64,0.603,0.662,0.2
ZEC-USDT,signal,2.0,"(0.75, 1.5, 3.0)","(0.34, 0.33, 0.33)",False,321,-4330.77,0.597,-4587.99,0.3925,-1907.97,0.501,321,-1441.0,0.841,-1997.25,0.5452,-1034.62,0.688,0.657,0.393
ZEC-USDT,retest,2.0,"(0.75, 1.5, 3.0)","(0.34, 0.33, 0.33)",False,171,-3052.87,0.513,-3339.77,0.3918,-1487.77,0.373,171,-1514.21,0.718,-2146.39,0.5146,-1020.21,0.509,0.649,0.392
ZEC-USDT,signal,2.0,"(0.75, 1.5, 3.0)","(0.6, 0.2, 0.2)",True,377,-5234.07,0.47,-5330.83,0.6313,-1870.86,0.452,377,-1840.36,0.789,-2372.86,0.6711,-844.56,0.724,0.671,0.204
ZEC-USDT,retest,2.0,"(0.75, 1.5, 3.0)","(0.6, 0.2, 0.2)",True,195,-3079.02,0.424,-3309.63,0.6154,-1335.97,0.359,195,-1324.13,0.721,-1719.37,0.6615,-805.24,0.571,0.662,0.2
ZEC-USDT,signal,2.0,"(0.75, 1.5, 3.0)","(0.6, 0.2, 0.2)",False,321,-4650.38,0.511,-4809.56,0.4891,-1917.26,0.434,321,-1760.68,0.784,-2149.57,0.5452,-1043.95,0.648,0.657,0.393
ZEC-USDT,retest,2.0,"(0.75, 1.5, 3.0)","(0.6, 0.2, 0.2)",False,171,-3038.7,0.445,-3261.19,0.4912,-1510.18,0.315,171,-1500.0,0.682,-1892.39,0.5146,-1042.63,0.468,0.649,0.392
ZEC-USDT,signal,2.0,"(0.75, 1.5, 3.0)","(1.0, 0.0, 0.0)",True,410,-5281.83,0.473,-5380.53,0.6927,-1981.74,0.437,410,-1591.05,0.821,-2192.76,0.6927,-874.34,0.723,0.693,0.024
ZEC-USDT,retest,2.0,"(0.75, 1.5, 3.0)","(1.0, 0.0, 0.0)",True,205,-3192.91,0.421,-3368.29,0.6683,-1400.41,0.335,205,-1347.96,0.725,-1676.36,0.6683,-842.78,0.556,0.668,0.01
ZEC-USDT,signal,2.0,"(0.75, 1.5, 3.0)","(1.0, 0.0, 0.0)",False,410,-5281.83,0.473,-5380.53,0.6927,-1981.74,0.437,410,-1591.05,0.821,-2192.76,0.6927,-874.34,0.723,0.693,0.024
ZEC-USDT,retest,2.0,"(0.75, 1.5, 3.0)","(1.0, 0.0, 0.0)",False,205,-3192.91,0.421,-3368.29,0.6683,-1400.41,0.335,205,-1347.96,0.725,-1676.36,0.6683,-842.78,0.556,0.668,0.01
ZEC-USDT,signal,2.0,"(0.75, 1.5, 3.0)","(0.5, 0.5, 0.0)",True,392,-4898.6,0.515,-5029.75,0.5561,-1782.36,0.492,392,-1369.86,0.846,-2028.9,0.6786,-720.11,0.771,0.679,0.041
ZEC-USDT,retest,2.0,"(0.75, 1.5, 3.0)","(0.5, 0.5, 0.0)",True,202,-3100.72,0.443,-3344.11,0.5396,-1346.9,0.362,202,-1282.77,0.738,-1703.66,0.6634,-798.25,0.58,0.663,0.01
ZEC-USDT,signal,2.0,"(0.75, 1.5, 3.0)","(0.5, 0.5, 0.0)",False,367,-5171.13,0.535,-5288.49,0.5477,-2044.1,0.476,367,-1867.47,0.806,-2184.21,0.5477,-1044.79,0.695,0.67,0.06
ZEC-USDT,retest,2.0,"(0.75, 1.5, 3.0)","(0.5, 0.5, 0.0)",False,195,-3224.19,0.48,-3429.32,0.5282,-1284.7,0.435,195,-1469.64,0.727,-1849.58,0.5282,-754.17,0.627,0.667,0.026
ZEC-USDT,signal,2.0,"(1.0, 2.0, 3.0)","(0.5, 0.25, 0.25)",True,362,-4401.11,0.582,-4568.91,0.6022,-1607.3,0.555,362,-1142.37,0.877,-1826.83,0.6354,-626.0,0.807,0.635,0.243
ZEC-USDT,retest,2.0,"(1.0, 2.0, 3.0)","(0.5, 0.25, 0.25)",True,192,-3792.81,0.415,-3972.48,0.5417,-1374.96,0.401,192,-2065.18,0.642,-2385.73,0.599,-853.26,0.588,0.599,0.208
ZEC-USDT,signal,2.0,"(1.0, 2.0, 3.0)","(0.5, 0.25, 0.25)",False,321,-4195.45,0.613,-4450.82,0.4704,-1741.74,0.536,321,-1305.85,0.86,-1885.32,0.4766,-868.43,0.736,0.623,0.393
ZEC-USDT,retest,2.0,"(1.0, 2.0, 3.0)","(0.5, 0.25, 0.25)",False,171,-3345.61,0.499,-3587.28,0.462,-1553.78,0.378,171,-1807.04,0.691,-2427.77,0.462,-1086.19,0.51,0.585,0.392
ZEC-USDT,signal,2.0,"(1.0, 2.0, 3.0)","(0.34, 0.33, 0.33)",True,362,-4307.95,0.596,-4487.56,0.4696,-1564.53,0.569,362,-1049.14,0.887,-1811.5,0.6354,-583.19,0.82,0.635,0.243
ZEC-USDT,retest,2.0,"(1.0, 2.0, 3.0)","(0.34, 0.33, 0.33)",True,192,-3834.6,0.418,-4048.42,0.401,-1361.35,0.413,192,-2106.99,0.635,-2489.35,0.599,-839.62,0.595,0.599,0.208
ZEC-USDT,signal,2.0,"(1.0, 2.0, 3.0)","(0.34, 0.33, 0.33)",False,321,-4133.07,0.646,-4451.25,0.4361,-1773.98,0.561,321,-1243.39,0.877,-1956.89,0.4766,-900.59,0.748,0.623,0.393
ZEC-USDT,retest,2.0,"(1.0, 2.0, 3.0)","(0.34, 0.33, 0.33)",False,171,-3248.87,0.539,-3558.36,0.4386,-1552.99,0.405,171,-1710.3,0.725,-2505.05,0.462,-1085.37,0.534,0.585,0.392
ZEC-USDT,signal,2.0,"(1.0, 2.0, 3.0)","(0.6, 0.2, 0.2)",True,362,-4459.34,0.575,-4619.75,0.6298,-1634.03,0.547,362,-1200.63,0.871,-1853.04,0.6354,-652.76,0.799,0.635,0.243
ZEC-USDT,retest,2.0,"(1.0, 2.0, 3.0)","(0.6, 0.2, 0.2)",True,192,-3766.69,0.417,-3925.02,0.5885,-1383.47,0.397,192,-2039.04,0.647,-2320.96,0.599,-861.79,0.584,0.599,0.208
ZEC-USDT,signal,2.0,"(1.0, 2.0, 3.0)","(0.6, 0.2, 0.2)",False,321,-4234.43,0.59,-4451.21,0.4766,-1721.59,0.519,321,-1344.9,0.847,-1874.98,0.4766,-848.33,0.727,0.623,0.393
ZEC-USDT,retest,2.0,"(1.0, 2.0, 3.0)","(0.6, 0.2, 0.2)",False,171,-3406.08,0.473,-3609.17,0.462,-1554.27,0.36,171,-1867.51,0.668,-2379.47,0.462,-1086.7,0.494,0.585,0.392
ZEC-USDT,signal,2.0,"(1.0, 2.0, 3.0)","(1.0, 0.0, 0.0)",True,390,-4674.7,0.576,-4911.17,0.6436,-1553.3,0.572,390,-1164.11,0.881,-1972.59,0.6436,-500.0,0.847,0.644,0.031
ZEC-USDT,retest,2.0,"(1.0, 2.0, 3.0)","(1.0, 0.0, 0.0)",True,201,-3666.71,0.448,-3774.52,0.607,-1363.14,0.412,201,-1857.92,0.687,-2073.73,0.607,-814.55,0.611,0.607,0.01
ZEC-USDT,signal,2.0,"(1.0, 2.0, 3.0)","(1.0, 0.0, 0.0)",False,390,-4674.7,0.576,-4911.17,0.6436,-1553.3,0.572,390,-1164.11,0.881,-1972.59,0.6436,-500.0,0.847,0.644,0.031
ZEC-USDT,retest,2.0,"(1.0, 2.0, 3.0)","(1.0, 0.0, 0.0)",False,201,-3666.71,0.448,-3774.52,0.607,-1363.14,0.412,201,-1857.92,0.687,-2073.73,0.607,-814.55,0.611,0.607,0.01
ZEC-USDT,signal,2.0,"(1.0, 2.0, 3.0)","(0.5, 0.5, 0.0)",True,369,-4481.68,0.585,-4603.14,0.5989,-1645.47,0.555,369,-1160.05,0.879,-1874.13,0.6314,-646.22,0.805,0.631,0.07
ZEC-USDT,retest,2.0,"(1.0, 2.0, 3.0)","(0.5, 0.5, 0.0)",True,198,-3833.01,0.425,-3972.03,0.5455,-1298.44,0.44,198,-2051.36,0.654,-2357.85,0.601,-758.81,0.637,0.601,0.03
ZEC-USDT,signal,2.0,"(1.0, 2.0, 3.0)","(0.5, 0.5, 0.0)",False,348,-4517.65,0.614,-4663.37,0.4799,-1785.43,0.557,348,-1385.03,0.863,-1953.78,0.4799,-840.08,0.762,0.629,0.095
ZEC-USDT,retest,2.0,"(1.0, 2.0, 3.0)","(0.5, 0.5, 0.0)",False,184,-3276.86,0.526,-3481.24,0.4783,-1419.73,0.437,184,-1621.43,0.732,-2150.78,0.4783,-916.14,0.59,0.598,0.076
ZEC-USDT,signal,2.0,"(1.5, 3.0, 5.0)","(0.5, 0.25, 0.25)",True,331,-4404.45,0.631,-4589.19,0.5559,-1673.74,0.599,331,-1424.73,0.866,-2183.49,0.5589,-773.42,0.794,0.559,0.157
ZEC-USDT,retest,2.0,"(1.5, 3.0, 5.0)","(0.5, 0.25, 0.25)",True,178,-3899.17,0.458,-4021.96,0.5169,-928.45,0.605,178,-2297.84,0.642,-2571.56,0.5169,-442.92,0.791,0.517,0.112
ZEC-USDT,signal,2.0,"(1.5, 3.0, 5.0)","(0.5, 0.25, 0.25)",False,259,-2629.67,0.737,-2966.75,0.4131,-1748.81,0.543,259,-297.8,0.965,-1204.18,0.4131,-1046.47,0.691,0.575,0.282
ZEC-USDT,retest,2.0,"(1.5, 3.0, 5.0)","(0.5, 0.25, 0.25)",False,137,-2836.35,0.545,-3143.96,0.3942,-995.71,0.533,137,-1603.52,0.707,-2219.74,0.3942,-618.18,0.673,0.504,0.263
ZEC-USDT,signal,2.0,"(1.5, 3.0, 5.0)","(0.34, 0.33, 0.33)",True,331,-4532.38,0.622,-4722.43,0.5076,-1667.74,0.6,331,-1552.58,0.854,-2393.94,0.5589,-767.36,0.796,0.559,0.157
ZEC-USDT,retest,2.0,"(1.5, 3.0, 5.0)","(0.34, 0.33, 0.33)",True,178,-4064.48,0.436,-4196.6,0.4775,-883.82,0.624,178,-2463.14,0.616,-2745.25,0.5169,-398.26,0.812,0.517,0.112
ZEC-USDT,signal,2.0,"(1.5, 3.0, 5.0)","(0.34, 0.33, 0.33)",False,259,-2631.73,0.757,-3029.22,0.4131,-1748.36,0.571,259,-299.83,0.968,-1201.18,0.4131,-1045.95,0.712,0.575,0.282
ZEC-USDT,retest,2.0,"(1.5, 3.0, 5.0)","(0.34, 0.33, 0.33)",False,137,-2808.04,0.573,-3191.13,0.3942,-1000.62,0.563,137,-1575.11,0.73,-2284.3,0.3942,-623.05,0.695,0.504,0.263
ZEC-USDT,signal,2.0,"(1.5, 3.0, 5.0)","(0.6, 0.2, 0.2)",True,331,-4324.5,0.638,-4505.91,0.5589,-1677.49,0.598,331,-1344.82,0.874,-2051.96,0.5589,-777.21,0.793,0.559,0.157
ZEC-USDT,retest,2.0,"(1.5, 3.0, 5.0)","(0.6, 0.2, 0.2)",True,178,-3795.85,0.472,-3926.5,0.5169,-956.35,0.593,178,-2194.53,0.658,-2463.01,0.5169,-470.83,0.778,0.517,0.112
ZEC-USDT,signal,2.0,"(1.5, 3.0, 5.0)","(0.6, 0.2, 0.2)",False,259,-2628.38,0.723,-2927.7,0.4131,-1749.09,0.523,259,-296.54,0.964,-1209.71,0.5753,-1046.79,0.678,0.575,0.282
ZEC-USDT,retest,2.0,"(1.5, 3.0, 5.0)","(0.6, 0.2, 0.2)",False,137,-2854.04,0.525,-3114.47,0.3942,-992.64,0.512,137,-1621.28,0.694,-2179.4,0.5036,-615.13,0.66,0.504,0.263
