sl_loss_usdt,breakeven_usdt,lock_profit_activate_usdt,lock_profit_usdt,trail_activate_usdt,trail_start_usdt,trail_distance_usdt,zec_lighter_net,zec_lighter_pf,zec_lighter_dd,zec_lighter_n,zec_blofin_net,zec_blofin_pf,sol_lighter_net,sol_lighter_pf,sol_lighter_dd,sol_lighter_n,sol_blofin_net,sol_blofin_pf,combined_lighter_net,combined_blofin_net,both_profitable,zec_lift,sol_lift,combined_lift,score
140,35,45,40,60,65,35.0,20600.8,2.183,-743.78,1025,11374.44,1.576,5532.22,1.646,-591.5,459,1400.13,1.144,26133.02,12774.57,True,-199.88999999999942,-885.3599999999997,-1085.249999999999,62.24915333333334
120,35,45,40,60,65,35.0,21626.25,2.304,-523.78,1046,12210.83,1.642,6387.03,1.812,-520.5,468,2174.03,1.239,28013.28,14384.86,True,825.5600000000013,-30.550000000000182,795.0100000000011,62.17608
100,25,55,30,85,90,25.0,22826.12,2.942,-349.0,1091,13005.43,1.81,5573.77,1.953,-395.5,496,1108.77,1.136,28399.89,14114.2,True,2025.4300000000003,-843.8099999999995,1181.6200000000008,62.16155666666667
120,45,65,50,80,85,45.0,17487.85,1.83,-847.16,979,8676.41,1.357,5356.07,1.529,-964.3,435,1439.65,1.124,22843.92,10116.06,True,-3312.84,-1061.5100000000002,-4374.35,62.155186666666665
140,45,55,50,85,90,45.0,18172.75,1.803,-742.73,968,9460.77,1.377,6247.91,1.591,-888.9,435,2331.32,1.2,24420.66,11792.09,True,-2627.9399999999987,-169.67000000000007,-2797.6099999999988,62.05029333333333
140,45,55,50,85,90,67.5,17598.94,1.782,-670.94,966,8905.13,1.357,6385.7,1.604,-995.67,435,2469.02,1.211,23984.64,11374.15,True,-3201.75,-31.88000000000011,-3233.63,61.937406666666675
100,35,45,40,75,80,35.0,22006.23,2.356,-387.0,1066,12410.58,1.657,6604.81,1.838,-546.51,477,2310.62,1.251,28611.04,14721.2,True,1205.5400000000009,187.23000000000047,1392.7700000000013,61.926140000000004
100,45,55,50,70,75,45.0,18297.76,1.866,-710.01,1012,9189.11,1.383,6127.9,1.614,-836.31,450,2076.18,1.184,24425.659999999996,11265.29,True,-2502.9300000000003,-289.6800000000003,-2792.6100000000006,61.48886
80,25,45,30,75,80,37.5,22499.06,3.131,-376.0,1118,12435.83,1.878,5334.5,1.916,-299.38,509,752.15,1.096,27833.56,13187.98,True,1698.3700000000026,-1083.08,615.2900000000027,61.41069333333333
100,35,45,40,60,65,35.0,21813.08,2.345,-387.0,1063,12244.38,1.649,6341.22,1.805,-552.91,476,2056.02,1.224,28154.300000000003,14300.4,True,1012.390000000003,-76.35999999999967,936.0300000000034,61.38673333333334
120,45,65,50,95,100,67.5,16931.05,1.794,-853.93,979,8120.36,1.33,5322.63,1.513,-954.3,436,1397.34,1.118,22253.68,9517.699999999999,True,-3869.6399999999994,-1094.9499999999998,-4964.589999999999,61.35931333333333
80,25,45,30,60,65,37.5,22366.48,3.118,-377.25,1118,12303.31,1.869,5346.34,1.918,-299.38,509,764.05,1.098,27712.82,13067.359999999999,True,1565.7900000000009,-1071.2399999999998,494.5500000000011,61.26578666666667
140,35,45,40,75,80,52.5,19218.53,2.103,-799.69,1025,9992.46,1.505,5352.65,1.625,-613.78,459,1220.83,1.125,24571.18,11213.289999999999,True,-1582.1599999999999,-1064.9300000000003,-2647.09,61.13254666666667
80,35,45,40,75,80,52.5,22186.94,2.505,-356.0,1086,12411.93,1.706,6421.23,1.86,-432.96,485,2054.98,1.231,28608.17,14466.91,True,1386.25,3.649999999999636,1389.8999999999996,61.04777
140,45,55,50,70,75,45.0,17001.22,1.751,-752.83,966,8307.18,1.331,5988.88,1.575,-943.72,433,2090.29,1.181,22990.100000000002,10397.470000000001,True,-3799.4699999999975,-428.6999999999998,-4228.169999999997,61.04226666666666
120,45,75,50,90,95,45.0,17102.43,1.825,-865.32,969,8380.65,1.342,4662.03,1.455,-954.3,428,808.56,1.067,21764.46,9189.21,True,-3698.2599999999984,-1755.5500000000002,-5453.809999999999,60.893993333333334
140,35,45,40,60,65,52.5,19168.16,2.11,-867.29,1021,9977.43,1.508,4662.32,1.554,-613.78,453,584.5,1.061,23830.48,10561.93,True,-1632.5299999999988,-1755.2600000000002,-3387.789999999999,60.85451333333333
120,45,75,50,105,110,45.0,17045.78,1.822,-863.83,968,8333.13,1.34,4646.3,1.453,-954.3,428,792.83,1.066,21692.079999999998,9125.96,True,-3754.91,-1771.2799999999997,-5526.19,60.79004666666667
140,25,45,30,75,80,37.5,19990.02,2.604,-657.87,1080,10268.88,1.649,5085.26,1.825,-427.37,488,692.35,1.087,25075.28,10961.23,True,-810.6699999999983,-1332.3199999999997,-2142.989999999998,60.69101333333333
140,25,45,30,60,65,37.5,19873.85,2.595,-659.74,1080,10152.76,1.641,5137.01,1.833,-427.37,488,744.17,1.093,25010.86,10896.93,True,-926.8400000000001,-1280.5699999999997,-2207.41,60.64196
140,45,55,50,70,75,67.5,16436.67,1.74,-823.06,956,7832.58,1.315,6505.92,1.615,-827.91,431,2624.7,1.223,22942.589999999997,10457.279999999999,True,-4364.02,88.34000000000015,-4275.68,60.63562333333333
80,35,45,40,60,65,52.5,22230.87,2.527,-356.0,1081,12500.22,1.718,5818.54,1.796,-454.98,479,1506.33,1.172,28049.41,14006.55,True,1430.1800000000003,-599.04,831.1400000000003,60.569210000000005
80,45,65,50,95,100,45.0,19986.16,2.026,-582.5,1036,10661.92,1.459,5314.0,1.545,-752.89,463,1145.22,1.099,25300.16,11807.14,True,-814.5299999999988,-1103.58,-1918.1099999999988,60.55739333333332
120,35,45,40,60,65,52.5,20098.96,2.221,-647.29,1042,10719.13,1.566,5600.89,1.724,-523.25,462,1442.08,1.161,25699.85,12161.21,True,-701.7299999999996,-816.6899999999996,-1518.4199999999992,60.55525
80,35,65,40,80,85,35.0,21756.47,2.434,-463.0,1073,12098.03,1.62,5058.61,1.638,-547.5,478,755.47,1.075,26815.08,12853.5,True,955.7800000000025,-1358.9700000000003,-403.1899999999978,60.493413333333336
120,35,45,40,75,80,52.5,20272.47,2.222,-531.1,1046,10857.34,1.57,6249.22,1.795,-520.5,468,2036.46,1.224,26521.690000000002,12893.8,True,-528.2199999999975,-168.35999999999967,-696.5799999999972,60.42769
120,45,75,50,90,95,67.5,15789.03,1.757,-922.94,965,7104.05,1.288,5036.86,1.491,-954.3,429,1174.33,1.098,20825.89,8278.380000000001,True,-5011.659999999998,-1380.7200000000003,-6392.379999999998,60.424956666666674
100,25,45,30,75,80,37.5,21246.14,2.888,-354.07,1099,11353.53,1.77,5392.65,1.92,-419.38,501,882.55,1.113,26638.79,12236.08,True,445.4500000000007,-1024.9300000000003,-579.4799999999996,60.39995666666667
80,45,65,50,80,85,67.5,19142.36,1.988,-595.04,1028,9891.3,1.428,5533.4,1.572,-783.85,459,1400.64,1.122,24675.760000000002,11291.939999999999,True,-1658.329999999998,-884.1800000000003,-2542.5099999999984,60.33132666666667
100,25,45,30,60,65,37.5,21120.99,2.877,-355.94,1099,11228.44,1.761,5409.39,1.923,-419.38,501,899.36,1.115,26530.38,12127.800000000001,True,320.3000000000029,-1008.1899999999996,-687.8899999999967,60.28358
120,25,45,30,75,80,37.5,20410.05,2.679,-497.87,1092,10580.64,1.679,5787.03,2.035,-331.17,493,1349.12,1.182,26197.079999999998,11929.759999999998,True,-390.6399999999994,-630.5500000000002,-1021.1899999999996,60.200813333333336
80,45,65,50,80,85,45.0,19533.73,2.008,-583.93,1035,10218.59,1.442,5311.04,1.554,-764.08,460,1169.26,1.103,24844.77,11387.85,True,-1266.9599999999991,-1106.54,-2373.499999999999,60.19820333333333
100,45,65,50,80,85,67.5,16299.66,1.77,-812.18,996,7335.71,1.297,4984.15,1.481,-993.77,445,977.27,1.081,21283.809999999998,8312.98,True,-4501.029999999999,-1433.4300000000003,-5934.459999999999,60.17997666666667
80,45,65,50,95,100,67.5,19438.43,1.998,-593.75,1035,10124.1,1.436,5326.85,1.546,-763.92,461,1176.23,1.102,24765.28,11300.33,True,-1362.2599999999984,-1090.7299999999996,-2452.989999999998,60.15531333333333
120,25,45,30,60,65,37.5,20282.34,2.669,-499.74,1092,10452.99,1.671,5835.03,2.044,-331.17,493,1397.2,1.189,26117.37,11850.19,True,-518.3499999999985,-582.5500000000002,-1100.8999999999987,60.13647
140,25,55,30,70,75,37.5,19886.13,2.546,-673.92,1072,10237.04,1.602,4697.96,1.775,-439.43,482,359.38,1.044,24584.09,10596.42,True,-914.5599999999977,-1719.62,-2634.1799999999976,60.12092333333333
140,35,55,40,70,75,35.0,18746.09,2.057,-820.33,1023,9537.64,1.454,5027.87,1.593,-591.5,456,923.06,1.092,23773.96,10460.699999999999,True,-2054.5999999999985,-1389.71,-3444.3099999999986,60.058926666666665
140,25,55,30,85,90,37.5,19540.29,2.52,-680.9,1071,9900.04,1.582,4683.42,1.772,-443.25,483,335.75,1.041,24223.71,10235.79,True,-1260.3999999999978,-1734.1599999999999,-2994.5599999999977,59.771876666666664
140,35,55,40,85,90,35.0,18549.79,2.046,-820.33,1023,9341.28,1.444,4981.82,1.588,-591.5,456,876.95,1.087,23531.61,10218.230000000001,True,-2250.899999999998,-1435.7600000000002,-3686.659999999998,59.76324333333333
80,35,55,40,70,75,35.0,21597.46,2.42,-423.0,1085,11831.15,1.623,5628.23,1.733,-443.0,482,1288.93,1.136,27225.69,13120.08,True,796.7700000000004,-789.3500000000004,7.420000000000073,59.72902333333333
100,35,45,40,75,80,52.5,20416.52,2.258,-387.0,1063,10848.08,1.575,6172.37,1.783,-572.96,476,1887.4,1.205,26588.89,12735.48,True,-384.16999999999825,-245.21000000000004,-629.3799999999983,59.65849000000001
100,35,45,40,60,65,52.5,20361.68,2.264,-460.0,1059,10828.45,1.577,5488.67,1.706,-594.98,470,1257.65,1.138,25850.35,12086.1,True,-439.0099999999984,-928.9099999999999,-1367.9199999999983,59.63348333333333
80,25,55,30,70,75,37.5,22150.02,3.005,-376.0,1112,12140.94,1.786,4685.39,1.79,-298.02,503,157.38,1.019,26835.41,12298.32,True,1349.3300000000017,-1732.1899999999996,-382.85999999999785,59.55894333333333
140,45,65,50,95,100,45.0,16207.47,1.719,-858.72,958,7585.38,1.296,4893.81,1.45,-928.36,431,1013.28,1.082,21101.28,8598.66,True,-4593.219999999999,-1523.7699999999995,-6116.989999999999,59.53541333333334
140,35,55,40,70,75,52.5,17280.61,1.982,-986.99,1019,8108.3,1.388,4523.51,1.534,-606.61,454,436.69,1.044,21804.120000000003,8544.99,True,-3520.079999999998,-1894.0699999999997,-5414.149999999998,59.460119999999996
120,45,75,50,105,110,67.5,15306.9,1.729,-886.69,968,6594.76,1.266,4996.85,1.487,-954.3,429,1134.5,1.094,20303.75,7729.26,True,-5493.789999999999,-1420.7299999999996,-6914.519999999999,59.43365
80,45,75,50,90,95,67.5,18253.4,1.948,-695.04,1023,9046.82,1.385,4988.49,1.513,-767.35,455,891.57,1.076,23241.89,9938.39,True,-2547.2899999999972,-1429.0900000000001,-3976.3799999999974,59.40245666666666
140,45,65,50,80,85,67.5,15302.85,1.683,-767.11,950,6753.58,1.265,5234.15,1.488,-1061.92,427,1389.52,1.114,20537.0,8143.1,True,-5497.839999999998,-1183.4300000000003,-6681.269999999999,59.3973
80,35,55,40,85,90,35.0,21383.37,2.406,-423.0,1085,11617.02,1.612,5575.13,1.726,-443.0,482,1235.76,1.13,26958.5,12852.78,True,582.6800000000003,-842.4499999999998,-259.7699999999995,59.39183333333334
140,45,65,50,80,85,45.0,15711.87,1.697,-867.37,958,7089.77,1.276,4995.2,1.472,-943.9,428,1141.67,1.095,20707.07,8231.44,True,-5088.819999999998,-1422.38,-6511.199999999998,59.38310333333334
80,45,75,50,90,95,45.0,18992.12,1.982,-683.93,1026,9757.59,1.413,4524.89,1.465,-752.89,454,436.93,1.037,23517.01,10194.52,True,-1808.5699999999997,-1892.6899999999996,-3701.2599999999993,59.375209999999996
120,35,55,40,70,75,35.0,19446.59,2.14,-600.33,1044,10049.19,1.491,5746.54,1.735,-525.0,465,1560.73,1.165,25193.13,11609.92,True,-1354.0999999999985,-671.04,-2025.1399999999985,59.363096666666664
120,25,55,30,70,75,37.5,20007.02,2.578,-513.92,1085,10240.81,1.606,5329.73,1.963,-374.93,487,946.14,1.123,25336.75,11186.949999999999,True,-793.6699999999983,-1087.8500000000004,-1881.5199999999986,59.361916666666666
80,45,75,50,105,110,45.0,18954.06,1.98,-685.0,1025,9728.63,1.412,4516.83,1.464,-752.89,454,428.87,1.036,23470.89,10157.5,True,-1846.6299999999974,-1900.75,-3747.3799999999974,59.32979
140,45,65,50,95,100,67.5,15485.52,1.687,-819.64,957,6873.16,1.268,4926.23,1.453,-1022.07,429,1063.84,1.086,20411.75,7937.0,True,-5315.169999999998,-1491.3500000000004,-6806.519999999999,59.295516666666664
140,35,65,40,80,85,35.0,18810.62,2.069,-804.4,1014,9683.19,1.452,4493.24,1.512,-600.5,451,433.77,1.041,23303.86,10116.960000000001,True,-1990.0699999999997,-1924.3400000000001,-3914.41,59.28952666666667
100,45,65,50,95,100,45.0,17508.23,1.827,-697.61,1003,8480.32,1.343,4663.52,1.445,-922.0,449,620.68,1.051,22171.75,9101.0,True,-3292.459999999999,-1754.0599999999995,-5046.519999999999,59.27451666666667
140,35,55,40,85,90,52.5,17376.85,1.979,-940.68,1023,8168.6,1.388,4730.26,1.558,-596.88,455,634.47,1.063,22107.11,8803.07,True,-3423.84,-1687.3199999999997,-5111.16,59.27271
80,25,55,30,85,90,37.5,21794.1,2.973,-376.0,1111,11793.87,1.763,4662.4,1.786,-315.5,504,125.3,1.015,26456.5,11919.17,True,993.4099999999999,-1755.1800000000003,-761.7700000000004,59.234833333333334
120,35,65,40,80,85,35.0,19607.06,2.153,-625.6,1034,10299.47,1.491,5326.65,1.658,-534.0,460,1186.12,1.118,24933.71,11485.59,True,-1193.6299999999974,-1090.9300000000003,-2284.5599999999977,59.23304333333333
80,35,65,40,95,100,35.0,21009.66,2.385,-463.0,1071,11369.23,1.583,4767.59,1.601,-547.5,478,464.45,1.046,25777.25,11833.68,True,208.97000000000116,-1649.9899999999998,-1441.0199999999986,59.168916666666675
120,35,55,40,85,90,35.0,19240.17,2.128,-600.33,1044,9842.73,1.481,5701.86,1.729,-525.0,465,1515.98,1.161,24942.03,11358.71,True,-1560.5200000000004,-715.7200000000003,-2276.2400000000007,59.05199666666667
100,45,65,50,80,85,45.0,16988.15,1.802,-714.16,1003,7960.27,1.322,4691.75,1.457,-932.0,446,675.93,1.057,21679.9,8636.2,True,-3812.5399999999972,-1725.83,-5538.369999999997,59.00483333333333
120,25,55,30,85,90,37.5,19641.56,2.55,-520.9,1084,9884.22,1.585,5315.19,1.961,-378.75,488,922.51,1.119,24956.75,10806.73,True,-1159.1299999999974,-1102.3900000000003,-2261.5199999999977,58.989916666666666
100,25,55,30,70,75,37.5,20859.37,2.775,-359.63,1092,11029.94,1.687,4888.68,1.836,-418.02,495,432.86,1.053,25748.05,11462.800000000001,True,58.68000000000029,-1528.8999999999996,-1470.2199999999993,58.894549999999995
100,45,65,50,95,100,67.5,16700.99,1.789,-732.17,1002,7682.85,1.311,4702.1,1.449,-922.57,447,677.39,1.056,21403.090000000004,8360.24,True,-4099.699999999997,-1715.4799999999996,-5815.179999999997,58.743823333333346
100,25,55,30,85,90,37.5,20480.22,2.743,-367.13,1091,10659.65,1.664,4869.56,1.833,-430.48,496,404.65,1.05,25349.780000000002,11064.3,True,-320.4699999999975,-1548.0199999999995,-1868.489999999997,58.57921333333334
80,45,75,50,105,110,67.5,17542.6,1.907,-685.0,1025,8317.73,1.352,4926.08,1.506,-763.92,455,829.28,1.07,22468.68,9147.01,True,-3258.09,-1491.5,-4749.59,58.33454666666667
140,35,65,40,95,100,35.0,18279.71,2.039,-809.31,1012,9170.23,1.428,4173.83,1.476,-600.5,451,114.3,1.011,22453.54,9284.529999999999,True,-2520.9799999999996,-2243.75,-4764.73,58.26830666666666
120,35,65,40,95,100,35.0,19008.36,2.119,-623.32,1032,9718.79,1.463,5013.49,1.619,-534.0,460,872.92,1.087,24021.85,10591.710000000001,True,-1792.329999999998,-1404.0900000000001,-3196.4199999999983,58.05505
120,35,55,40,85,90,52.5,18125.1,2.063,-647.9,1044,8727.89,1.427,5480.58,1.701,-525.0,464,1303.79,1.138,23605.68,10031.68,True,-2675.59,-937.0,-3612.59,57.881346666666666
100,35,55,40,70,75,35.0,19543.07,2.17,-407.16,1061,9992.44,1.492,5548.57,1.704,-578.08,473,1290.55,1.134,25091.64,11282.99,True,-1257.619999999999,-869.0100000000002,-2126.629999999999,57.85737333333333
140,35,65,40,95,100,52.5,16954.76,1.964,-954.65,1012,7845.65,1.366,3819.17,1.436,-616.26,450,-231.2,0.978,20773.93,7614.45,True,-3845.9300000000003,-2598.41,-6444.34,57.816363333333335
80,35,55,40,70,75,52.5,20149.66,2.333,-423.0,1081,10419.62,1.551,5171.17,1.674,-471.11,480,849.84,1.089,25320.83,11269.460000000001,True,-651.0299999999988,-1246.4099999999999,-1897.4399999999987,57.61859666666667
100,35,65,40,80,85,35.0,19632.5,2.175,-502.66,1051,10171.65,1.486,4713.17,1.564,-577.83,469,491.15,1.047,24345.67,10662.8,True,-1168.1899999999987,-1704.4099999999999,-2872.5999999999985,57.613903333333326
120,35,55,40,70,75,52.5,18027.04,2.065,-656.65,1040,8665.78,1.426,5288.78,1.676,-525.0,463,1120.95,1.119,23315.82,9786.730000000001,True,-2773.649999999998,-1128.8000000000002,-3902.449999999998,57.60232
100,35,55,40,85,90,35.0,19330.19,2.157,-406.67,1061,9779.52,1.481,5503.05,1.698,-582.83,473,1244.95,1.129,24833.239999999998,11024.470000000001,True,-1470.5,-914.5299999999997,-2385.0299999999997,57.578239999999994
80,35,55,40,85,90,52.5,20127.76,2.324,-423.0,1085,10361.62,1.546,5353.39,1.697,-445.28,481,1023.1,1.108,25481.149999999998,11384.720000000001,True,-672.9300000000003,-1064.1899999999996,-1737.12,57.56728333333333
100,45,75,50,90,95,67.5,15439.15,1.734,-800.86,991,6519.69,1.26,4327.47,1.417,-922.0,440,365.56,1.03,19766.62,6885.25,True,-5361.539999999999,-2090.1099999999997,-7451.649999999999,57.498553333333334
100,45,75,50,90,95,45.0,16488.16,1.784,-732.32,994,7540.93,1.3,3880.99,1.374,-922.0,439,-71.94,0.994,20369.15,7468.990000000001,True,-4312.529999999999,-2536.59,-6849.119999999999,57.439016666666674
80,35,65,40,95,100,52.5,19722.56,2.3,-463.0,1071,10082.5,1.517,4423.69,1.558,-566.77,477,129.67,1.013,24146.25,10212.17,True,-1078.1299999999974,-1993.8900000000003,-3072.0199999999977,57.30394999999999
140,45,75,50,90,95,45.0,15176.71,1.681,-866.05,949,6635.38,1.256,4306.55,1.402,-885.76,421,515.99,1.042,19483.26,7151.37,True,-5623.98,-2111.0299999999997,-7735.009999999999,57.27802666666666
100,45,75,50,105,110,45.0,16453.51,1.782,-719.21,993,7515.39,1.299,3871.98,1.373,-922.0,439,-80.93,0.993,20325.489999999998,7434.46,True,-4347.18,-2545.6,-6892.780000000001,57.25425666666666
140,45,75,50,105,110,45.0,15118.14,1.679,-866.34,948,6585.94,1.254,4294.38,1.401,-886.73,421,503.82,1.041,19412.52,7089.759999999999,True,-5682.549999999999,-2123.2,-7805.749999999999,57.20988666666666
140,35,65,40,80,85,52.5,16771.81,1.953,-878.65,1009,7689.66,1.359,3918.61,1.455,-632.33,449,-122.83,0.988,20690.420000000002,7566.83,True,-4028.8799999999974,-2498.97,-6527.849999999997,57.16022
80,35,65,40,80,85,52.5,19471.53,2.284,-463.0,1068,9858.38,1.506,4463.18,1.569,-565.46,476,178.13,1.018,23934.71,10036.509999999998,True,-1329.1599999999999,-1954.3999999999996,-3283.5599999999995,57.06264333333333
100,35,65,40,95,100,35.0,19028.37,2.139,-514.89,1049,9585.54,1.459,4408.46,1.528,-592.7,469,186.4,1.018,23436.829999999998,9771.94,True,-1772.3199999999997,-2009.12,-3781.4399999999996,56.736063333333334
120,35,65,40,95,100,52.5,17678.79,2.04,-691.0,1032,8389.61,1.4,4693.18,1.58,-534.0,459,561.73,1.056,22371.97,8951.34,True,-3121.899999999998,-1724.3999999999996,-4846.299999999997,56.68863666666667
100,45,75,50,105,110,67.5,14961.11,1.711,-764.93,993,6023.52,1.24,4277.65,1.412,-922.0,440,315.86,1.026,19238.760000000002,6339.38,True,-5839.579999999998,-2139.9300000000003,-7979.509999999998,56.518060000000006
120,35,65,40,80,85,52.5,17482.91,2.029,-678.65,1029,8220.7,1.392,4774.99,1.599,-534.0,458,652.48,1.066,22257.9,8873.18,True,-3317.779999999999,-1642.5900000000001,-4960.369999999999,56.47773333333334
100,35,55,40,70,75,52.5,18041.21,2.087,-457.64,1057,8526.71,1.422,5099.44,1.647,-611.11,471,859.39,1.089,23140.649999999998,9386.099999999999,True,-2759.4799999999996,-1318.1400000000003,-4077.62,56.274816666666666
100,35,55,40,85,90,52.5,18162.11,2.087,-448.19,1061,8611.67,1.424,5290.5,1.671,-580.12,472,1041.48,1.108,23452.61,9653.15,True,-2638.579999999998,-1127.08,-3765.659999999998,56.26237666666666
140,45,75,50,90,95,67.5,14291.23,1.646,-918.7,944,5795.65,1.225,4660.97,1.435,-771.83,422,861.39,1.07,18952.2,6657.04,True,-6509.459999999999,-1756.6099999999997,-8266.07,56.127500000000005
100,35,65,40,95,100,52.5,17678.53,2.058,-536.26,1049,8236.07,1.394,4090.93,1.49,-682.27,468,-122.0,0.988,21769.46,8114.07,True,-3122.16,-2326.65,-5448.8099999999995,55.78142666666666
100,35,65,40,80,85,52.5,17440.24,2.045,-527.11,1046,8024.71,1.384,4156.73,1.504,-680.96,467,-47.24,0.995,21596.97,7977.47,True,-3360.449999999997,-2260.8500000000004,-5621.299999999997,55.507670000000005
140,45,75,50,105,110,67.5,13753.29,1.617,-922.42,947,5230.58,1.202,4622.82,1.432,-767.3,422,823.38,1.066,18376.11,6053.96,True,-7047.399999999998,-1794.7600000000002,-8842.159999999998,55.436643333333336
